,ID,composer,condition,name,response_value
657,A3PBS8Q8B9TZY8:3XM0HYN6NLBXH6NANEC0VQBQ51WPEE,bach,scrambled,strangeness,2.0
658,A3PBS8Q8B9TZY8:3XM0HYN6NLBXH6NANEC0VQBQ51WPEE,bach,scrambled,affect,4.0
659,A3PBS8Q8B9TZY8:3XM0HYN6NLBXH6NANEC0VQBQ51WPEE,bach,scrambled,coherence,1.0
660,A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,chopin,reversed,enjoyment,0.0
661,A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,chopin,reversed,desire-to-own,0.0
662,A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,chopin,reversed,expressiveness,0.0
663,A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,chopin,reversed,strangeness,4.0
664,A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,chopin,reversed,coherence,0.0
665,A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,chopin,reversed,dynamism,4.0
666,A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,chopin,reversed,dynamism,0.0
667,A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,chopin,reversed,expressiveness,1.0
668,A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,chopin,reversed,affect,0.0
669,A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,chopin,reversed,strangeness,4.0
670,A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,chopin,reversed,coherence,0.0
671,A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,chopin,reversed,affect,3.0
672,A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,bach,reversed,enjoyment,3.0
673,A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,bach,reversed,desire-to-own,2.0
674,A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,bach,reversed,affect,3.0
675,A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,bach,reversed,expressiveness,3.0
676,A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,bach,reversed,expressiveness,4.0
677,A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,bach,reversed,dynamism,1.0
678,A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,bach,reversed,coherence,4.0
679,A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,bach,reversed,dynamism,3.0
680,A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,bach,reversed,affect,4.0
681,A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,bach,reversed,strangeness,2.0
682,A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,bach,reversed,coherence,3.0
683,A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,bach,reversed,strangeness,0.0
684,A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,bach,reversed,enjoyment,2.0
685,A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,bach,reversed,desire-to-own,0.0
686,A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,bach,reversed,strangeness,0.0
687,A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,bach,reversed,affect,3.0
688,A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,bach,reversed,expressiveness,3.0
689,A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,bach,reversed,strangeness,1.0
690,A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,bach,reversed,dynamism,3.0
691,A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,bach,reversed,coherence,1.0
692,A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,bach,reversed,dynamism,2.0
693,A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,bach,reversed,affect,2.0
694,A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,bach,reversed,coherence,1.0
695,A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,bach,reversed,expressiveness,3.0
696,A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,chopin,reversed,enjoyment,2.0
697,A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,chopin,reversed,desire-to-own,0.0
698,A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,chopin,reversed,expressiveness,2.0
699,A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,chopin,reversed,coherence,4.0
700,A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,chopin,reversed,dynamism,2.0
701,A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,chopin,reversed,affect,1.0
702,A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,chopin,reversed,coherence,4.0
703,A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,chopin,reversed,strangeness,3.0
704,A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,chopin,reversed,strangeness,3.0
705,A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,chopin,reversed,affect,2.0
706,A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,chopin,reversed,dynamism,1.0
707,A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,chopin,reversed,expressiveness,2.0
708,A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,bach,scrambled,enjoyment,3.0
709,A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,bach,scrambled,desire-to-own,2.0
710,A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,bach,scrambled,strangeness,1.0
711,A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,bach,scrambled,coherence,4.0
712,A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,bach,scrambled,affect,3.0
713,A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,bach,scrambled,coherence,4.0
714,A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,bach,scrambled,dynamism,2.0
715,A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,bach,scrambled,expressiveness,2.0
716,A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,bach,scrambled,dynamism,1.0
717,A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,bach,scrambled,expressiveness,2.0
718,A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,bach,scrambled,affect,3.0
719,A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,bach,scrambled,strangeness,0.0
720,A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,chopin,forward,enjoyment,3.0
721,A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,chopin,forward,desire-to-own,2.0
722,A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,chopin,forward,dynamism,3.0
723,A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,chopin,forward,coherence,4.0
724,A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,chopin,forward,affect,2.0
725,A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,chopin,forward,dynamism,1.0
726,A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,chopin,forward,expressiveness,3.0
727,A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,chopin,forward,strangeness,1.0
728,A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,chopin,forward,strangeness,1.0
729,A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,chopin,forward,expressiveness,2.0
730,A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,chopin,forward,affect,2.0
731,A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,chopin,forward,coherence,4.0
732,A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,bach,forward,enjoyment,3.0
733,A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,bach,forward,desire-to-own,1.0
734,A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,bach,forward,affect,4.0
735,A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,bach,forward,strangeness,1.0
736,A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,bach,forward,dynamism,3.0
737,A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,bach,forward,affect,3.0
738,A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,bach,forward,expressiveness,4.0
739,A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,bach,forward,coherence,4.0
740,A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,bach,forward,expressiveness,2.0
741,A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,bach,forward,strangeness,0.0
742,A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,bach,forward,dynamism,1.0
743,A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,bach,forward,coherence,4.0
744,AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,bach,forward,enjoyment,3.0
745,AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,bach,forward,desire-to-own,2.0
746,AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,bach,forward,expressiveness,3.0
747,AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,bach,forward,strangeness,3.0
748,AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,bach,forward,coherence,1.0
749,AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,bach,forward,expressiveness,3.0
750,AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,bach,forward,affect,1.0
751,AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,bach,forward,coherence,2.0
752,AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,bach,forward,dynamism,4.0
753,AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,bach,forward,dynamism,2.0
754,AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,bach,forward,affect,3.0
755,AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,bach,forward,strangeness,3.0
756,AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,bach,forward,enjoyment,3.0
757,AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,bach,forward,desire-to-own,2.0
758,AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,bach,forward,affect,3.0
759,AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,bach,forward,affect,3.0
760,AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,bach,forward,strangeness,0.0
761,AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,bach,forward,coherence,4.0
762,AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,bach,forward,expressiveness,3.0
763,AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,bach,forward,coherence,2.0
764,AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,bach,forward,expressiveness,4.0
765,AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,bach,forward,strangeness,2.0
766,AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,bach,forward,dynamism,1.0
767,AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,bach,forward,dynamism,2.0
768,A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,bach,reversed,enjoyment,3.0
769,A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,bach,reversed,desire-to-own,1.0
770,A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,bach,reversed,affect,3.0
771,A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,bach,reversed,affect,3.0
772,A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,bach,reversed,expressiveness,2.0
773,A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,bach,reversed,dynamism,1.0
774,A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,bach,reversed,strangeness,2.0
775,A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,bach,reversed,expressiveness,1.0
776,A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,bach,reversed,dynamism,3.0
777,A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,bach,reversed,coherence,2.0
778,A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,bach,reversed,coherence,1.0
779,A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,bach,reversed,strangeness,1.0
780,A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,chopin,forward,enjoyment,2.0
781,A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,chopin,forward,desire-to-own,1.0
782,A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,chopin,forward,dynamism,2.0
783,A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,chopin,forward,strangeness,0.0
784,A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,chopin,forward,expressiveness,2.0
785,A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,chopin,forward,affect,2.0
786,A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,chopin,forward,coherence,3.0
787,A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,chopin,forward,affect,4.0
788,A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,chopin,forward,dynamism,3.0
789,A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,chopin,forward,expressiveness,1.0
790,A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,chopin,forward,strangeness,1.0
791,A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,chopin,forward,coherence,3.0
792,A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,bach,forward,enjoyment,3.0
793,A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,bach,forward,desire-to-own,1.0
794,A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,bach,forward,dynamism,3.0
795,A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,bach,forward,expressiveness,3.0
796,A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,bach,forward,affect,3.0
797,A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,bach,forward,expressiveness,4.0
798,A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,bach,forward,dynamism,1.0
799,A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,bach,forward,strangeness,2.0
800,A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,bach,forward,strangeness,0.0
801,A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,bach,forward,affect,3.0
802,A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,bach,forward,coherence,3.0
803,A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,bach,forward,coherence,3.0
804,AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,chopin,reversed,enjoyment,4.0
805,AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,chopin,reversed,desire-to-own,4.0
806,AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,chopin,reversed,strangeness,2.0
807,AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,chopin,reversed,coherence,4.0
808,AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,chopin,reversed,expressiveness,3.0
809,AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,chopin,reversed,dynamism,3.0
810,AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,chopin,reversed,expressiveness,4.0
811,AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,chopin,reversed,affect,3.0
812,AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,chopin,reversed,dynamism,4.0
813,AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,chopin,reversed,affect,2.0
814,AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,chopin,reversed,strangeness,2.0
815,AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,chopin,reversed,coherence,3.0
816,A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,bach,forward,enjoyment,3.0
817,A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,bach,forward,desire-to-own,2.0
818,A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,bach,forward,strangeness,1.0
819,A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,bach,forward,strangeness,0.0
820,A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,bach,forward,coherence,3.0
821,A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,bach,forward,dynamism,3.0
822,A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,bach,forward,expressiveness,3.0
823,A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,bach,forward,coherence,3.0
824,A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,bach,forward,affect,4.0
825,A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,bach,forward,expressiveness,2.0
826,A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,bach,forward,affect,3.0
827,A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,bach,forward,dynamism,0.0
828,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,enjoyment,1.0
829,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,desire-to-own,1.0
830,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,strangeness,3.0
831,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,coherence,1.0
832,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,dynamism,3.0
833,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,expressiveness,2.0
834,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,dynamism,2.0
835,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,coherence,1.0
836,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,strangeness,2.0
837,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,expressiveness,3.0
838,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,affect,2.0
839,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,affect,3.0
840,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,enjoyment,1.0
841,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,desire-to-own,1.0
842,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,affect,1.0
843,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,dynamism,2.0
844,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,coherence,3.0
845,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,expressiveness,2.0
846,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,strangeness,3.0
847,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,dynamism,3.0
848,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,strangeness,2.0
849,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,affect,1.0
850,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,coherence,2.0
851,A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,chopin,scrambled,expressiveness,3.0
852,A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,bach,forward,enjoyment,4.0
853,A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,bach,forward,desire-to-own,3.0
854,A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,bach,forward,coherence,4.0
855,A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,bach,forward,dynamism,4.0
856,A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,bach,forward,affect,4.0
857,A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,bach,forward,strangeness,0.0
858,A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,bach,forward,dynamism,0.0
859,A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,bach,forward,expressiveness,4.0
860,A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,bach,forward,coherence,4.0
861,A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,bach,forward,affect,4.0
862,A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,bach,forward,strangeness,1.0
863,A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,bach,forward,expressiveness,4.0
864,A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,bach,forward,enjoyment,2.0
865,A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,bach,forward,desire-to-own,4.0
866,A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,bach,forward,affect,1.0
867,A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,bach,forward,dynamism,1.0
868,A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,bach,forward,strangeness,3.0
869,A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,bach,forward,coherence,2.0
870,A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,bach,forward,expressiveness,0.0
871,A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,bach,forward,strangeness,4.0
872,A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,bach,forward,coherence,1.0
873,A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,bach,forward,expressiveness,1.0
874,A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,bach,forward,dynamism,0.0
875,A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,bach,forward,affect,1.0
876,A28C4YC9WPNYG2:3VA45EW49OZGC5HXWQ46Z6N66ODO1W,chopin,forward,enjoyment,3.0
877,A28C4YC9WPNYG2:3VA45EW49OZGC5HXWQ46Z6N66ODO1W,chopin,forward,desire-to-own,2.0
878,A28C4YC9WPNYG2:3VA45EW49OZGC5HXWQ46Z6N66ODO1W,chopin,forward,affect,3.0
879,A28C4YC9WPNYG2:3VA45EW49OZGC5HXWQ46Z6N66ODO1W,chopin,forward,coherence,1.0
880,A28C4YC9WPNYG2:3VA45EW49OZGC5HXWQ46Z6N66ODO1W,chopin,forward,strangeness,3.0
881,A28C4YC9WPNYG2:3VA45EW49OZGC5HXWQ46Z6N66ODO1W,chopin,forward,coherence,1.0
882,A28C4YC9WPNYG2:3VA45EW49OZGC5HXWQ46Z6N66ODO1W,chopin,forward,dynamism,3.0
883,A28C4YC9WPNYG2:3VA45EW49OZGC5HXWQ46Z6N66ODO1W,chopin,forward,dynamism,0.0
884,A28C4YC9WPNYG2:3VA45EW49OZGC5HXWQ46Z6N66ODO1W,chopin,forward,expressiveness,1.0
885,A28C4YC9WPNYG2:3VA45EW49OZGC5HXWQ46Z6N66ODO1W,chopin,forward,affect,3.0
886,A28C4YC9WPNYG2:3VA45EW49OZGC5HXWQ46Z6N66ODO1W,chopin,forward,expressiveness,1.0
