ID,response_value,name,composer,id,condition,reverse
A3PBS8Q8B9TZY8:3XM0HYN6NLBXH6NANEC0VQBQ51WPEE,3,expressiveness-reverse,bach,1,scrambled,True
A3PBS8Q8B9TZY8:3XM0HYN6NLBXH6NANEC0VQBQ51WPEE,2,dynamism,bach,2,scrambled,False
A3PBS8Q8B9TZY8:3XM0HYN6NLBXH6NANEC0VQBQ51WPEE,0,dynamism-reverse,bach,3,scrambled,True
A3PBS8Q8B9TZY8:3XM0HYN6NLBXH6NANEC0VQBQ51WPEE,3,affect,bach,4,scrambled,False
A3PBS8Q8B9TZY8:3XM0HYN6NLBXH6NANEC0VQBQ51WPEE,3,strangeness,bach,5,scrambled,False
A3PBS8Q8B9TZY8:3XM0HYN6NLBXH6NANEC0VQBQ51WPEE,1,coherence,bach,6,scrambled,False
A3PBS8Q8B9TZY8:3XM0HYN6NLBXH6NANEC0VQBQ51WPEE,2,strangeness-reverse,bach,7,scrambled,True
A3PBS8Q8B9TZY8:3XM0HYN6NLBXH6NANEC0VQBQ51WPEE,0,affect-reverse,bach,8,scrambled,True
A3PBS8Q8B9TZY8:3XM0HYN6NLBXH6NANEC0VQBQ51WPEE,3,coherence-reverse,bach,9,scrambled,True
A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,0,enjoyment,chopin,10,reversed,False
A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,0,desire-to-own,chopin,11,reversed,False
A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,0,expressiveness,chopin,0,reversed,False
A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,4,strangeness,chopin,1,reversed,False
A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,0,coherence,chopin,2,reversed,False
A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,0,dynamism-reverse,chopin,3,reversed,True
A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,0,dynamism,chopin,4,reversed,False
A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,3,expressiveness-reverse,chopin,5,reversed,True
A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,0,affect,chopin,6,reversed,False
A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,0,strangeness-reverse,chopin,7,reversed,True
A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,4,coherence-reverse,chopin,8,reversed,True
A2MKXI4KCRRI7Y:3E1QT0TDFQLORJQFXG0GUJES8K3I8W,1,affect-reverse,chopin,9,reversed,True
A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,3,enjoyment,bach,10,reversed,False
A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,2,desire-to-own,bach,11,reversed,False
A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,3,affect,bach,0,reversed,False
A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,3,expressiveness,bach,1,reversed,False
A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,0,expressiveness-reverse,bach,2,reversed,True
A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,3,dynamism-reverse,bach,3,reversed,True
A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,0,coherence-reverse,bach,4,reversed,True
A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,3,dynamism,bach,5,reversed,False
A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,0,affect-reverse,bach,6,reversed,True
A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,2,strangeness-reverse,bach,7,reversed,True
A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,3,coherence,bach,8,reversed,False
A1RJ2LORL5PJHS:3I7DHKZYGOCLUA5NYANSF2R9Q2BF51,0,strangeness,bach,9,reversed,False
A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,2,enjoyment,bach,10,reversed,False
A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,0,desire-to-own,bach,11,reversed,False
A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,4,strangeness-reverse,bach,0,reversed,True
A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,1,affect-reverse,bach,1,reversed,True
A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,3,expressiveness,bach,2,reversed,False
A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,1,strangeness,bach,3,reversed,False
A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,1,dynamism-reverse,bach,4,reversed,True
A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,3,coherence-reverse,bach,5,reversed,True
A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,2,dynamism,bach,6,reversed,False
A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,2,affect,bach,7,reversed,False
A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,1,coherence,bach,8,reversed,False
A27W025UEXS1G0:3TOK3KHVJUUUNRWZL6LF0GEJ99YO7C,1,expressiveness-reverse,bach,9,reversed,True
A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,2,enjoyment,chopin,10,reversed,False
A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,0,desire-to-own,chopin,11,reversed,False
A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,2,expressiveness,chopin,0,reversed,False
A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,0,coherence-reverse,chopin,1,reversed,True
A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,2,dynamism-reverse,chopin,2,reversed,True
A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,3,affect-reverse,chopin,3,reversed,True
A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,4,coherence,chopin,4,reversed,False
A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,3,strangeness,chopin,5,reversed,False
A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,1,strangeness-reverse,chopin,6,reversed,True
A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,2,affect,chopin,7,reversed,False
A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,1,dynamism,chopin,8,reversed,False
A2J2P9JE374XCM:3QY7M81QH8YBX0BKNETMTZXAP4O7KB,2,expressiveness-reverse,chopin,9,reversed,True
A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,3,enjoyment,bach,10,scrambled,False
A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,2,desire-to-own,bach,11,scrambled,False
A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,3,strangeness-reverse,bach,0,scrambled,True
A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,4,coherence,bach,1,scrambled,False
A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,1,affect-reverse,bach,2,scrambled,True
A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,0,coherence-reverse,bach,3,scrambled,True
A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,2,dynamism,bach,4,scrambled,False
A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,2,expressiveness,bach,5,scrambled,False
A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,3,dynamism-reverse,bach,6,scrambled,True
A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,2,expressiveness-reverse,bach,7,scrambled,True
A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,3,affect,bach,8,scrambled,False
A30VLAIIJIG5IS:3KIBXJ1WD66II63J40AO4LJ5FTXOKH,0,strangeness,bach,9,scrambled,False
A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,3,enjoyment,chopin,10,forward,False
A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,2,desire-to-own,chopin,11,forward,False
A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,3,dynamism,chopin,0,forward,False
A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,0,coherence-reverse,chopin,1,forward,True
A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,2,affect,chopin,2,forward,False
A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,3,dynamism-reverse,chopin,3,forward,True
A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,3,expressiveness,chopin,4,forward,False
A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,1,strangeness,chopin,5,forward,False
A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,3,strangeness-reverse,chopin,6,forward,True
A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,2,expressiveness-reverse,chopin,7,forward,True
A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,2,affect-reverse,chopin,8,forward,True
A19IWME4DCIU1H:3C8HJ7UOP86P7YHTRLYLZWIDO2WZM0,4,coherence,chopin,9,forward,False
A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,3,enjoyment,bach,10,forward,False
A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,1,desire-to-own,bach,11,forward,False
A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,0,affect-reverse,bach,0,forward,True
A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,3,strangeness-reverse,bach,1,forward,True
A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,3,dynamism,bach,2,forward,False
A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,3,affect,bach,3,forward,False
A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,0,expressiveness-reverse,bach,4,forward,True
A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,0,coherence-reverse,bach,5,forward,True
A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,2,expressiveness,bach,6,forward,False
A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,0,strangeness,bach,7,forward,False
A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,3,dynamism-reverse,bach,8,forward,True
A32QWM7BWCSPTS:3NLZY2D53Q1WNOYH4DET8QRKJUIQLS,4,coherence,bach,9,forward,False
AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,3,enjoyment,bach,10,forward,False
AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,2,desire-to-own,bach,11,forward,False
AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,1,expressiveness-reverse,bach,0,forward,True
AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,3,strangeness,bach,1,forward,False
AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,1,coherence,bach,2,forward,False
AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,3,expressiveness,bach,3,forward,False
AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,3,affect-reverse,bach,4,forward,True
AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,2,coherence-reverse,bach,5,forward,True
AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,0,dynamism-reverse,bach,6,forward,True
AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,2,dynamism,bach,7,forward,False
AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,3,affect,bach,8,forward,False
AQVXVMX61864S:3X4MXAO0BH0CAJPGL6AVMRI5DNQWRU,1,strangeness-reverse,bach,9,forward,True
AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,3,enjoyment,bach,10,forward,False
AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,2,desire-to-own,bach,11,forward,False
AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,1,affect-reverse,bach,0,forward,True
AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,3,affect,bach,1,forward,False
AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,0,strangeness,bach,2,forward,False
AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,0,coherence-reverse,bach,3,forward,True
AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,3,expressiveness,bach,4,forward,False
AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,2,coherence,bach,5,forward,False
AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,0,expressiveness-reverse,bach,6,forward,True
AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,2,strangeness-reverse,bach,7,forward,True
AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,3,dynamism-reverse,bach,8,forward,True
AY9ZVK32I1P1L:3VHHR074H4TMH6T28E5N8ZAPE4UL7T,2,dynamism,bach,9,forward,False
A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,3,enjoyment,bach,10,reversed,False
A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,1,desire-to-own,bach,11,reversed,False
A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,3,affect,bach,0,reversed,False
A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,1,affect-reverse,bach,1,reversed,True
A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,2,expressiveness-reverse,bach,2,reversed,True
A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,3,dynamism-reverse,bach,3,reversed,True
A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,2,strangeness,bach,4,reversed,False
A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,1,expressiveness,bach,5,reversed,False
A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,3,dynamism,bach,6,reversed,False
A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,2,coherence-reverse,bach,7,reversed,True
A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,1,coherence,bach,8,reversed,False
A22BQTBZLQETW4:337RC3OW06EOSWUYQC83EDQS0M0VLU,3,strangeness-reverse,bach,9,reversed,True
A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,2,enjoyment,chopin,10,forward,False
A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,1,desire-to-own,chopin,11,forward,False
A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,2,dynamism,chopin,0,forward,False
A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,4,strangeness-reverse,chopin,1,forward,True
A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,2,expressiveness-reverse,chopin,2,forward,True
A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,2,affect,chopin,3,forward,False
A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,1,coherence-reverse,chopin,4,forward,True
A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,0,affect-reverse,chopin,5,forward,True
A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,1,dynamism-reverse,chopin,6,forward,True
A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,1,expressiveness,chopin,7,forward,False
A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,1,strangeness,chopin,8,forward,False
A38Q1M4DS1MT4W:3PH3VY7DJM9LCAB7VN488UK4M4AZWR,3,coherence,chopin,9,forward,False
A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,3,enjoyment,bach,10,forward,False
A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,1,desire-to-own,bach,11,forward,False
A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,3,dynamism,bach,0,forward,False
A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,3,expressiveness,bach,1,forward,False
A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,1,affect-reverse,bach,2,forward,True
A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,0,expressiveness-reverse,bach,3,forward,True
A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,3,dynamism-reverse,bach,4,forward,True
A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,2,strangeness-reverse,bach,5,forward,True
A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,0,strangeness,bach,6,forward,False
A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,3,affect,bach,7,forward,False
A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,1,coherence-reverse,bach,8,forward,True
A29VPSFOR6OO5H:33PPO7FECWR08EM6EOBWGBSTJB1ID3,3,coherence,bach,9,forward,False
AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,4,enjoyment,chopin,10,reversed,False
AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,4,desire-to-own,chopin,11,reversed,False
AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,2,strangeness,chopin,0,reversed,False
AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,0,coherence-reverse,chopin,1,reversed,True
AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,3,expressiveness,chopin,2,reversed,False
AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,3,dynamism,chopin,3,reversed,False
AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,0,expressiveness-reverse,chopin,4,reversed,True
AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,3,affect,chopin,5,reversed,False
AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,0,dynamism-reverse,chopin,6,reversed,True
AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,2,affect-reverse,chopin,7,reversed,True
AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,2,strangeness-reverse,chopin,8,reversed,True
AROOCBM042SJD:3R9WASFE20SJ1OPC5YU846Y4R1HFZ6,3,coherence,chopin,9,reversed,False
A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,3,enjoyment,bach,10,forward,False
A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,2,desire-to-own,bach,11,forward,False
A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,3,strangeness-reverse,bach,0,forward,True
A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,0,strangeness,bach,1,forward,False
A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,3,coherence,bach,2,forward,False
A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,3,dynamism,bach,3,forward,False
A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,3,expressiveness,bach,4,forward,False
A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,1,coherence-reverse,bach,5,forward,True
A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,4,affect,bach,6,forward,False
A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,2,expressiveness-reverse,bach,7,forward,True
A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,1,affect-reverse,bach,8,forward,True
A320BT7PLIQVZT:3PMBY0YE28FXSLNPAYA8JCB8FMI9CT,4,dynamism-reverse,bach,9,forward,True
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,1,enjoyment,chopin,10,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,1,desire-to-own,chopin,11,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,3,strangeness,chopin,0,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,3,coherence-reverse,chopin,1,scrambled,True
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,1,dynamism-reverse,chopin,2,scrambled,True
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,2,expressiveness,chopin,3,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,2,dynamism,chopin,4,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,1,coherence,chopin,5,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,2,strangeness-reverse,chopin,6,scrambled,True
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,1,expressiveness-reverse,chopin,7,scrambled,True
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,2,affect,chopin,8,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,1,affect-reverse,chopin,9,scrambled,True
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,1,enjoyment,chopin,10,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,1,desire-to-own,chopin,11,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,1,affect,chopin,0,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,2,dynamism,chopin,1,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,1,coherence-reverse,chopin,2,scrambled,True
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,2,expressiveness,chopin,3,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,3,strangeness,chopin,4,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,1,dynamism-reverse,chopin,5,scrambled,True
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,2,strangeness-reverse,chopin,6,scrambled,True
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,3,affect-reverse,chopin,7,scrambled,True
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,2,coherence,chopin,8,scrambled,False
A10NDE5PFNAC0H:3GS6S824SR9RVLXOSZTED7DVCRHNWF,1,expressiveness-reverse,chopin,9,scrambled,True
A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,4,enjoyment,bach,10,forward,False
A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,3,desire-to-own,bach,11,forward,False
A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,4,coherence,bach,0,forward,False
A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,4,dynamism,bach,1,forward,False
A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,0,affect-reverse,bach,2,forward,True
A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,0,strangeness,bach,3,forward,False
A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,4,dynamism-reverse,bach,4,forward,True
A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,0,expressiveness-reverse,bach,5,forward,True
A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,0,coherence-reverse,bach,6,forward,True
A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,4,affect,bach,7,forward,False
A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,3,strangeness-reverse,bach,8,forward,True
A9692Y27LBXT9:32SVAV9L3GLNK41B9BD7M4IYFRN3A4,4,expressiveness,bach,9,forward,False
A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,2,enjoyment,bach,10,forward,False
A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,4,desire-to-own,bach,11,forward,False
A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,1,affect,bach,0,forward,False
A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,3,dynamism-reverse,bach,1,forward,True
A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,1,strangeness-reverse,bach,2,forward,True
A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,2,coherence-reverse,bach,3,forward,True
A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,0,expressiveness,bach,4,forward,False
A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,4,strangeness,bach,5,forward,False
A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,1,coherence,bach,6,forward,False
A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,3,expressiveness-reverse,bach,7,forward,True
A2ADEPVGNNXNPA:369J354OFEMNRE1WED3FPT5LND26GP,0,dynamism,bach,8,forward,False
